NAME,Bow 2007,Early 2007,Muzzleloader 2007,Rifle 2007,2007 Total,Bow 2008,Early 2008,Muzzleloader 2008,Rifle 2008,2008 Total,Bow 2009,Early 2009,Muzzleloader 2009,Rifle 2009,Unknown 2009 ,2009 Total,Bow 2010,Early 2010,Muzzleloader 2010,Rifle 2010 ,2010 Total,Bow 2011,Early 2011 ,Muzzleloader 2011 ,Rifle 2011,2011 Total,Bow 2012,Early 2012,Muzzleloader 2012,Rifle 2012,2012 Total,Bow 2013,Early 2013,Muzzleloader 2013,Rifle 2013,2013 Total,Bow 2014,Early 2014,Muzzleloader 2014,Rifle 2014,2014 Total,Bow 2015,Early 2015,Muzzleloader 2015,Rifle 2015 ,2015 Total,Bow 2016,Early 2016,Muzzleloader 2016,Rifle 2016,Unknown 2016,2016 Total,Bow 2017,Early 2017,Muzzleloader 2017,Rifle 2017,Unknown 2017,2017 Total,Bow 2018,Early 2018,Muzzleloader 2018,Rifle 2018,Unknown 2018,2018 Total,Bow 2019,Early 2019,Muzzleloader 2019 ,Rifle 2019,Unknown 2019,2019 Total,Bow 2020,Early 2020,Muzzleloader 2020,Rifle 2020,Unknown 2020,2020 Total,Bow 2021,Early 2021,Muzzleloader 2021,Rifle 2021,Unknown 2021,2021 Total,Bow 2022,Early 2022,Muzzleloader 2022,Rifle 2022,Unknown 2022,Grand Total
Brasher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,6
Brighton,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15
Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Broadalbin,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,4
Brookfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Broome,0,0,0,5,5,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,1,0,0,2,3,1,0,0,2,0,3,1,0,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,1,0,5,2,0,0,0,0,2,1,0,0,0,0,34
Brunswick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,5
Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Burns,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,3,0,0,1,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0,1,0,4,1,0,0,0,0,21
Busti,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1,0,3,1,0,0,0,0,19
Butternuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Byron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cairo,1,0,0,0,1,1,0,0,6,7,3,0,0,11,0,14,1,0,1,8,10,1,0,0,3,4,5,0,0,1,6,0,0,0,4,4,2,5,0,3,10,0,6,0,2,8,2,0,0,4,0,6,0,3,0,0,0,3,2,2,0,2,0,6,1,1,0,2,0,4,3,2,0,3,0,8,5,1,1,6,0,13,0,2,0,0,0,106
Callicoon,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,2,0,0,2,4,1,0,0,0,1,1,0,0,1,2,0,4,0,1,5,2,2,0,1,5,1,2,0,1,0,4,0,1,0,2,0,3,1,1,0,1,0,3,3,3,0,3,0,9,2,4,0,2,0,8,3,0,0,2,0,5,0,1,0,0,0,55
Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,1,1,0,0,0,3,3,0,0,0,4,4,0,0,0,2,2,1,0,0,2,0,3,1,0,0,1,0,2,1,0,0,3,0,4,0,0,0,4,0,4,3,0,0,0,0,3,1,0,1,1,0,3,3,0,0,1,0,38
Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cameron,2,0,0,2,4,0,0,0,3,3,2,0,0,5,0,7,2,0,0,2,4,0,0,0,2,2,3,0,1,2,6,0,0,0,4,4,1,0,1,3,5,3,0,0,2,5,3,0,0,4,0,7,3,0,1,1,0,5,1,0,0,2,0,3,0,0,0,1,0,1,6,0,0,2,0,8,0,0,0,2,0,2,0,0,0,0,0,66
Campbell,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,1,3,0,0,3,6,2,0,0,0,2,0,0,0,2,2,1,0,0,1,2,4,0,0,2,6,0,0,0,2,0,2,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Canaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,1,3,4,2,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
Canadice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canandaigua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candor,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Caneadea,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,17
Canisteo,2,0,0,0,2,3,0,0,2,5,4,0,0,4,0,8,1,0,0,2,3,2,0,0,5,7,2,0,0,6,8,3,0,0,2,5,7,0,0,2,9,1,0,0,7,8,3,0,0,1,0,4,2,0,0,3,0,5,1,0,0,2,0,3,8,0,1,3,0,12,3,0,0,3,0,6,2,0,0,2,0,4,0,0,0,1,0,90
Canton,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,4,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,22
Caroga,1,0,0,1,2,0,1,0,0,1,0,0,0,4,1,5,0,0,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,5,0,5,0,0,0,0,0,29
Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Carroll,0,0,0,1,1,1,0,0,3,4,2,0,0,0,0,2,1,0,0,0,1,1,0,0,8,9,1,0,0,1,2,1,0,0,4,5,0,0,0,0,0,1,0,0,4,5,0,0,0,2,0,2,0,0,0,3,0,3,1,0,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,43
Carrollton,3,0,1,5,9,0,0,0,3,3,0,0,0,2,0,2,1,0,0,3,4,3,0,0,7,10,1,0,0,6,7,5,0,0,3,8,2,0,0,3,5,0,0,0,1,1,0,0,0,2,0,2,1,0,0,1,0,2,1,0,0,0,0,1,2,0,0,3,0,5,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,63
Castile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
Catharine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Catlin,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
Caton,0,0,0,1,1,2,0,0,2,4,2,0,0,1,0,3,2,0,0,0,2,1,0,0,2,3,0,0,0,2,2,0,0,0,2,2,1,0,0,2,3,2,0,0,1,3,1,0,0,1,0,2,2,0,0,1,0,3,0,0,0,2,0,2,1,0,0,2,0,3,1,0,0,0,0,1,2,0,0,2,0,4,0,0,0,0,0,38
Catskill,3,0,0,3,6,3,0,0,5,8,5,0,0,5,0,10,6,0,0,3,9,9,0,0,4,13,7,0,0,1,8,2,0,0,3,5,1,6,0,0,7,3,1,0,2,6,3,1,0,3,0,7,2,2,0,2,0,6,0,5,0,1,0,6,2,1,1,5,0,9,2,1,0,1,0,4,4,1,0,2,0,7,1,0,0,1,0,113
Cayuta,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7
Cazenovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Centerville,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Champion,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Champlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,7
Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chateaugay,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,1,0,0,0,0,0,6
Chatham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,1,0,1,2,0,0,1,0,3,0,0,0,2,0,2,3,0,0,0,0,19
Chautauqua,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7,8,2,0,0,3,5,2,0,0,5,7,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,1,2,0,0,1,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,1,0,0,1,0,2,0,0,0,1,0,38
Chazy,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,8
Chemung,0,0,0,3,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,3,1,0,0,0,0,23
Chenango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
Cherry Creek,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,2,4,2,0,0,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,2,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21
Cherry Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Chester,0,0,0,1,1,1,0,0,5,6,3,1,1,1,0,6,1,1,1,1,4,3,0,0,2,5,1,0,0,3,4,4,0,0,1,5,2,2,1,0,5,1,1,0,1,3,2,4,1,4,0,11,1,1,0,0,0,2,0,1,0,0,0,1,2,2,0,4,0,8,1,3,0,2,0,6,0,1,0,1,0,2,1,0,0,2,0,72
Chesterfield,0,1,1,0,2,0,0,0,1,1,0,3,0,2,0,5,0,1,0,0,1,0,0,0,0,0,1,6,0,0,7,0,0,1,0,1,1,2,0,3,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,8,0,0,0,1,0,1,0,4,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,41
Cincinnatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clare,0,0,0,3,3,0,0,0,2,2,0,0,0,2,0,2,0,1,0,2,3,0,0,0,2,2,0,4,0,1,5,0,2,0,6,8,0,2,0,6,8,0,3,1,5,9,0,3,2,3,0,8,0,0,0,7,0,7,0,2,0,3,0,5,0,0,0,6,0,6,1,1,1,2,0,5,0,0,0,12,0,12,0,0,0,4,0,89
Clarkstown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Clarksville,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,2,1,0,0,4,5,0,0,0,4,4,0,0,0,1,1,1,0,0,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Claverack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,7
Clifton,0,0,0,0,0,0,1,1,5,7,1,4,0,3,0,8,0,2,0,0,2,0,1,0,6,7,1,1,0,0,2,0,0,0,5,5,0,4,1,1,6,0,1,0,0,1,0,3,1,0,0,4,0,1,0,4,0,5,0,0,0,0,0,0,0,0,3,1,0,4,0,3,0,2,0,5,0,0,0,8,0,8,0,0,0,2,0,66
Clinton,0,2,0,2,4,0,1,2,1,4,0,1,0,1,0,2,0,1,0,2,3,0,1,0,1,2,0,1,0,1,2,1,1,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,3,0,1,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,3,0,0,0,3,0,3,0,0,0,1,0,35
Clymer,1,0,0,1,2,1,0,0,2,3,0,0,0,1,0,1,2,0,0,0,2,1,0,0,4,5,0,0,0,1,1,1,0,0,5,6,0,0,0,5,5,1,0,0,1,2,2,0,0,2,0,4,1,0,0,2,0,3,0,0,0,2,0,2,1,0,0,5,0,6,3,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,50
Cobleskill,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Cochecton,2,0,0,2,4,0,0,1,3,4,6,0,0,2,0,8,6,0,0,1,7,4,0,0,0,4,0,0,0,2,2,0,0,0,3,3,1,7,0,3,11,3,0,0,0,3,2,6,0,1,0,9,2,1,0,5,0,8,0,1,0,4,0,5,5,3,0,2,0,10,1,8,0,1,0,10,2,0,0,1,0,3,0,3,0,4,0,98
Coeymans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,10
Cohecton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cohocton,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,2,3,0,0,1,0,4,1,0,0,1,0,2,1,0,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,21
Colchester,5,0,0,4,9,9,0,0,6,15,5,0,0,6,0,11,6,0,0,9,15,6,0,0,17,23,4,0,0,3,7,5,0,0,10,15,5,0,0,3,8,4,2,0,12,18,5,2,0,6,0,13,9,1,0,13,0,23,1,0,0,4,0,5,2,2,0,10,0,14,2,9,0,4,0,15,2,0,0,4,2,8,0,3,0,6,0,208
Cold Spring,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,5,5,2,0,0,5,7,0,0,0,9,9,2,0,1,0,3,0,0,1,2,3,0,0,0,3,0,3,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,4,2,0,0,2,0,4,1,0,0,5,0,6,4,0,1,0,0,57
Colden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Colesville,1,0,0,1,2,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,1,0,0,1,2,1,0,0,1,2,1,0,0,1,2,1,0,0,0,1,3,0,1,2,6,3,0,0,1,0,4,1,0,0,0,0,1,1,0,0,1,0,2,4,0,0,1,0,5,5,0,0,3,0,8,1,0,0,2,0,3,0,0,0,1,0,43
Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colton,0,1,0,0,1,0,2,5,11,18,1,6,1,2,0,10,0,2,2,1,5,0,0,0,13,13,0,4,0,1,5,0,0,0,9,9,0,2,1,1,4,0,3,2,7,12,2,1,0,7,0,10,0,0,0,8,0,8,0,1,3,3,0,7,1,2,0,9,0,12,0,8,1,2,0,11,0,0,0,13,0,13,0,0,0,9,0,147
Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Concord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Conesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,7
